county,precinct,office,district,candidate,votes
Douglas,Precinct 340,Douglas County Commissioner - District 1,,Mary Lynch,365
Douglas,Precinct 340,Douglas County Commissioner - District 1,,Total,1128
Douglas,Precinct 340,Douglas County Clerk and Recorder,,Merlin Klotz,772
Douglas,Precinct 340,Douglas County Clerk and Recorder,,Carol Johnson,356
Douglas,Precinct 340,Douglas County Clerk and Recorder,,Total,1128
Douglas,Precinct 340,Douglas County Treasurer,,Dave Gill,774
Douglas,Precinct 340,Douglas County Treasurer,,Angie Hicks,350
Douglas,Precinct 340,Douglas County Treasurer,,Total,1124
Douglas,Precinct 340,Douglas County Assessor,,Lisa Frizell,804
Douglas,Precinct 340,Douglas County Assessor,,Shenika Carter,314
Douglas,Precinct 340,Douglas County Assessor,,Total,1118
Douglas,Precinct 340,Douglas County Sheriff,,Tony Spurlock,954
Douglas,Precinct 340,Douglas County Sheriff,,Total,954
Douglas,Precinct 340,Douglas County Surveyor,,Robert D. Snodgrass,936
Douglas,Precinct 340,Douglas County Surveyor,,Total,936
Douglas,Precinct 340,Douglas County Coroner,,Jill E. Romann,798
Douglas,Precinct 340,Douglas County Coroner,,Sydney Ludwick,310
Douglas,Precinct 340,Douglas County Coroner,,Total,1108
Douglas,Precinct 340,Colorado Supreme Court Justice - Gabriel,,Yes,661
Douglas,Precinct 340,Colorado Supreme Court Justice - Gabriel,,No,248
Douglas,Precinct 340,Colorado Supreme Court Justice - Gabriel,,Total,909
Douglas,Precinct 340,Colorado Court of Appeals Judge - Dailey,,Yes,702
Douglas,Precinct 340,Colorado Court of Appeals Judge - Dailey,,No,204
Douglas,Precinct 340,Colorado Court of Appeals Judge - Dailey,,Total,906
Douglas,Precinct 340,Colorado Court of Appeals Judge - Freyre,,Yes,664
Douglas,Precinct 340,Colorado Court of Appeals Judge - Freyre,,No,244
Douglas,Precinct 340,Colorado Court of Appeals Judge - Freyre,,Total,908
Douglas,Precinct 340,Colorado Court of Appeals Judge - Harris,,Yes,521
Douglas,Precinct 340,Colorado Court of Appeals Judge - Harris,,No,386
Douglas,Precinct 340,Colorado Court of Appeals Judge - Harris,,Total,907
Douglas,Precinct 340,Colorado Court of Appeals Judge - Richman,,Yes,655
Douglas,Precinct 340,Colorado Court of Appeals Judge - Richman,,No,251
Douglas,Precinct 340,Colorado Court of Appeals Judge - Richman,,Total,906
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Douglass,,Yes,399
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Douglass,,No,523
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Douglass,,Total,922
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Herron,,Yes,676
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Herron,,No,223
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Herron,,Total,899
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Kramer,,Yes,671
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Kramer,,No,228
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Kramer,,Total,899
Douglas,Precinct 340,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,665
Douglas,Precinct 340,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,233
Douglas,Precinct 340,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,898
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Lung,,Yes,649
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Lung,,No,246
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Lung,,Total,895
Douglas,Precinct 340,District Court Judge - 18th Judicial District - McLean,,Yes,653
Douglas,Precinct 340,District Court Judge - 18th Judicial District - McLean,,No,245
Douglas,Precinct 340,District Court Judge - 18th Judicial District - McLean,,Total,898
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Michaelson,,Yes,644
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Michaelson,,No,249
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Michaelson,,Total,893
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Spear,,Yes,653
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Spear,,No,240
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Spear,,Total,893
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Whitaker,,Yes,663
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Whitaker,,No,229
Douglas,Precinct 340,District Court Judge - 18th Judicial District - Whitaker,,Total,892
Douglas,Precinct 340,Douglas County Court Judge - Bowling,,Yes,661
Douglas,Precinct 340,Douglas County Court Judge - Bowling,,No,233
Douglas,Precinct 340,Douglas County Court Judge - Bowling,,Total,894
Douglas,Precinct 340,Douglas County Court Judge - Gomez,,Yes,648
Douglas,Precinct 340,Douglas County Court Judge - Gomez,,No,252
Douglas,Precinct 340,Douglas County Court Judge - Gomez,,Total,900
Douglas,Precinct 340,Douglas County Court Judge - Meissner-Cutler,,Yes,676
Douglas,Precinct 340,Douglas County Court Judge - Meissner-Cutler,,No,230
Douglas,Precinct 340,Douglas County Court Judge - Meissner-Cutler,,Total,906
Douglas,Precinct 340,Amendment V (CONSTITUTIONAL),,Yes/For,251
Douglas,Precinct 340,Amendment V (CONSTITUTIONAL),,No/Against,908
Douglas,Precinct 340,Amendment V (CONSTITUTIONAL),,Total,1159
Douglas,Precinct 340,Amendment W (CONSTITUTIONAL),,Yes/For,583
Douglas,Precinct 340,Amendment W (CONSTITUTIONAL),,No/Against,533
Douglas,Precinct 340,Amendment W (CONSTITUTIONAL),,Total,1116
Douglas,Precinct 340,Amendment X (CONSTITUTIONAL),,Yes/For,675
Douglas,Precinct 340,Amendment X (CONSTITUTIONAL),,No/Against,434
Douglas,Precinct 340,Amendment X (CONSTITUTIONAL),,Total,1109
Douglas,Precinct 340,Amendment Y (CONSTITUTIONAL),,Yes/For,743
Douglas,Precinct 340,Amendment Y (CONSTITUTIONAL),,No/Against,382
Douglas,Precinct 340,Amendment Y (CONSTITUTIONAL),,Total,1125
Douglas,Precinct 340,Amendment Z (CONSTITUTIONAL),,Yes/For,753
Douglas,Precinct 340,Amendment Z (CONSTITUTIONAL),,No/Against,365
Douglas,Precinct 340,Amendment Z (CONSTITUTIONAL),,Total,1118
Douglas,Precinct 340,Amendment A (CONSTITUTIONAL),,Yes/For,679
Douglas,Precinct 340,Amendment A (CONSTITUTIONAL),,No/Against,455
Douglas,Precinct 340,Amendment A (CONSTITUTIONAL),,Total,1134
Douglas,Precinct 340,Amendment 73 (CONSTITUTIONAL),,Yes/For,338
Douglas,Precinct 340,Amendment 73 (CONSTITUTIONAL),,No/Against,821
Douglas,Precinct 340,Amendment 73 (CONSTITUTIONAL),,Total,1159
Douglas,Precinct 340,Amendment 74 (CONSTITUTIONAL),,Yes/For,569
Douglas,Precinct 340,Amendment 74 (CONSTITUTIONAL),,No/Against,575
Douglas,Precinct 340,Amendment 74 (CONSTITUTIONAL),,Total,1144
Douglas,Precinct 340,Amendment 75 (CONSTITUTIONAL),,Yes/For,404
Douglas,Precinct 340,Amendment 75 (CONSTITUTIONAL),,No/Against,713
Douglas,Precinct 340,Amendment 75 (CONSTITUTIONAL),,Total,1117
Douglas,Precinct 340,Proposition 109 (STATUTORY),,Yes/For,494
Douglas,Precinct 340,Proposition 109 (STATUTORY),,No/Against,645
Douglas,Precinct 340,Proposition 109 (STATUTORY),,Total,1139
Douglas,Precinct 340,Proposition 110 (STATUTORY),,Yes/For,373
Douglas,Precinct 340,Proposition 110 (STATUTORY),,No/Against,769
Douglas,Precinct 340,Proposition 110 (STATUTORY),,Total,1142
Douglas,Precinct 340,Proposition 111 (STATUTORY),,Yes/For,788
Douglas,Precinct 340,Proposition 111 (STATUTORY),,No/Against,348
Douglas,Precinct 340,Proposition 111 (STATUTORY),,Total,1136
Douglas,Precinct 340,Proposition 112 (STATUTORY),,Yes/For,345
Douglas,Precinct 340,Proposition 112 (STATUTORY),,No/Against,823
Douglas,Precinct 340,Proposition 112 (STATUTORY),,Total,1168
Douglas,Precinct 340,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,567
Douglas,Precinct 340,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,598
Douglas,Precinct 340,Douglas County School District RE-1 Ballot Issue 5A,,Total,1165
Douglas,Precinct 340,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,569
Douglas,Precinct 340,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,595
Douglas,Precinct 340,Douglas County School District RE-1 Ballot Issue 5B,,Total,1164
Douglas,Precinct 340,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,497
Douglas,Precinct 340,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,639
Douglas,Precinct 340,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,1136
Douglas,Precinct 341,U.S. House,4,Karen McCormick,411
Douglas,Precinct 341,U.S. House,4,Ken Buck,664
Douglas,Precinct 341,U.S. House,4,Write-in,0
Douglas,Precinct 341,U.S. House,4,Total,1075
Douglas,Precinct 341,Governor,,Jar Pol / Dia Pri,405
Douglas,Precinct 341,Governor,,Wal Sta / Lang Sias,644
Douglas,Precinct 341,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 341,Governor,,Sco Hel / Mic Poague,(< 25)
Douglas,Precinct 341,Governor,,Total,1084
Douglas,Precinct 341,Secretary of State,,Wayne Williams,682
Douglas,Precinct 341,Secretary of State,,Jena Griswold,390
Douglas,Precinct 341,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 341,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 341,Secretary of State,,Total,1079
Douglas,Precinct 341,State Treasurer,,Brian Watson,653
Douglas,Precinct 341,State Treasurer,,Dave Young,396
Douglas,Precinct 341,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 341,State Treasurer,,Total,1064
Douglas,Precinct 341,Attorney General,,Phil Weiser,363
Douglas,Precinct 341,Attorney General,,George Brauchler,689
Douglas,Precinct 341,Attorney General,,Wil F. Robinson III,(< 25)
Douglas,Precinct 341,Attorney General,,Total,1076
Douglas,Precinct 341,State Board of Education Member - Congressional District 4,,Tim Krug,399
Douglas,Precinct 341,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,650
Douglas,Precinct 341,State Board of Education Member - Congressional District 4,,Total,1049
Douglas,Precinct 341,Regent of the University of Colorado - At Large,,Lesley Smith,363
Douglas,Precinct 341,Regent of the University of Colorado - At Large,,Ken Montera,628
Douglas,Precinct 341,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 341,Regent of the University of Colorado - At Large,,James K. Treibert,35
Douglas,Precinct 341,Regent of the University of Colorado - At Large,,Total,1034
Douglas,Precinct 341,State Representative,45,Danielle Kombo,391
Douglas,Precinct 341,State Representative,45,Patrick Neville,651
Douglas,Precinct 341,State Representative,45,Total,1042
Douglas,Precinct 341,Douglas County Commissioner - District 1,,Abe Laydon,663
Douglas,Precinct 341,Douglas County Commissioner - District 1,,Mary Lynch,380
Douglas,Precinct 341,Douglas County Commissioner - District 1,,Total,1043
Douglas,Precinct 341,Douglas County Clerk and Recorder,,Merlin Klotz,664
Douglas,Precinct 341,Douglas County Clerk and Recorder,,Carol Johnson,376
Douglas,Precinct 341,Douglas County Clerk and Recorder,,Total,1040
Douglas,Precinct 341,Douglas County Treasurer,,Dave Gill,657
Douglas,Precinct 341,Douglas County Treasurer,,Angie Hicks,374
Douglas,Precinct 341,Douglas County Treasurer,,Total,1031
Douglas,Precinct 341,Douglas County Assessor,,Lisa Frizell,693
Douglas,Precinct 341,Douglas County Assessor,,Shenika Carter,339
Douglas,Precinct 341,Douglas County Assessor,,Total,1032
Douglas,Precinct 341,Douglas County Sheriff,,Tony Spurlock,816
Douglas,Precinct 341,Douglas County Sheriff,,Total,816
Douglas,Precinct 341,Douglas County Surveyor,,Robert D. Snodgrass,805
Douglas,Precinct 341,Douglas County Surveyor,,Total,805
Douglas,Precinct 341,Douglas County Coroner,,Jill E. Romann,690
Douglas,Precinct 341,Douglas County Coroner,,Sydney Ludwick,333
Douglas,Precinct 341,Douglas County Coroner,,Total,1023
Douglas,Precinct 341,Colorado Supreme Court Justice - Gabriel,,Yes,561
Douglas,Precinct 341,Colorado Supreme Court Justice - Gabriel,,No,240
Douglas,Precinct 341,Colorado Supreme Court Justice - Gabriel,,Total,801
Douglas,Precinct 341,Colorado Court of Appeals Judge - Dailey,,Yes,577
Douglas,Precinct 341,Colorado Court of Appeals Judge - Dailey,,No,216
Douglas,Precinct 341,Colorado Court of Appeals Judge - Dailey,,Total,793
Douglas,Precinct 341,Colorado Court of Appeals Judge - Freyre,,Yes,556
Douglas,Precinct 341,Colorado Court of Appeals Judge - Freyre,,No,243
Douglas,Precinct 341,Colorado Court of Appeals Judge - Freyre,,Total,799
Douglas,Precinct 341,Colorado Court of Appeals Judge - Harris,,Yes,414
Douglas,Precinct 341,Colorado Court of Appeals Judge - Harris,,No,384
Douglas,Precinct 341,Colorado Court of Appeals Judge - Harris,,Total,798
Douglas,Precinct 341,Colorado Court of Appeals Judge - Richman,,Yes,547
Douglas,Precinct 341,Colorado Court of Appeals Judge - Richman,,No,240
Douglas,Precinct 341,Colorado Court of Appeals Judge - Richman,,Total,787
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Douglass,,Yes,319
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Douglass,,No,484
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Douglass,,Total,803
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Herron,,Yes,554
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Herron,,No,233
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Herron,,Total,787
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Kramer,,Yes,548
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Kramer,,No,232
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Kramer,,Total,780
Douglas,Precinct 341,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,561
Douglas,Precinct 341,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,224
Douglas,Precinct 341,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,785
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Lung,,Yes,558
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Lung,,No,230
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Lung,,Total,788
Douglas,Precinct 341,District Court Judge - 18th Judicial District - McLean,,Yes,559
Douglas,Precinct 341,District Court Judge - 18th Judicial District - McLean,,No,234
Douglas,Precinct 341,District Court Judge - 18th Judicial District - McLean,,Total,793
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Michaelson,,Yes,523
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Michaelson,,No,256
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Michaelson,,Total,779
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Spear,,Yes,531
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Spear,,No,251
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Spear,,Total,782
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Whitaker,,Yes,560
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Whitaker,,No,225
Douglas,Precinct 341,District Court Judge - 18th Judicial District - Whitaker,,Total,785
Douglas,Precinct 341,Douglas County Court Judge - Bowling,,Yes,579
Douglas,Precinct 341,Douglas County Court Judge - Bowling,,No,211
Douglas,Precinct 341,Douglas County Court Judge - Bowling,,Total,790
Douglas,Precinct 341,Douglas County Court Judge - Gomez,,Yes,542
Douglas,Precinct 341,Douglas County Court Judge - Gomez,,No,257
Douglas,Precinct 341,Douglas County Court Judge - Gomez,,Total,799
Douglas,Precinct 341,Douglas County Court Judge - Meissner-Cutler,,Yes,568
Douglas,Precinct 341,Douglas County Court Judge - Meissner-Cutler,,No,225
Douglas,Precinct 341,Douglas County Court Judge - Meissner-Cutler,,Total,793
Douglas,Precinct 341,Amendment V (CONSTITUTIONAL),,Yes/For,263
Douglas,Precinct 341,Amendment V (CONSTITUTIONAL),,No/Against,801
Douglas,Precinct 341,Amendment V (CONSTITUTIONAL),,Total,1064
Douglas,Precinct 341,Amendment W (CONSTITUTIONAL),,Yes/For,562
Douglas,Precinct 341,Amendment W (CONSTITUTIONAL),,No/Against,440
Douglas,Precinct 341,Amendment W (CONSTITUTIONAL),,Total,1002
Douglas,Precinct 341,Amendment X (CONSTITUTIONAL),,Yes/For,601
Douglas,Precinct 341,Amendment X (CONSTITUTIONAL),,No/Against,404
Douglas,Precinct 341,Amendment X (CONSTITUTIONAL),,Total,1005
Douglas,Precinct 341,Amendment Y (CONSTITUTIONAL),,Yes/For,745
Douglas,Precinct 341,Amendment Y (CONSTITUTIONAL),,No/Against,305
Douglas,Precinct 341,Amendment Y (CONSTITUTIONAL),,Total,1050
Douglas,Precinct 341,Amendment Z (CONSTITUTIONAL),,Yes/For,725
Douglas,Precinct 341,Amendment Z (CONSTITUTIONAL),,No/Against,312
Douglas,Precinct 341,Amendment Z (CONSTITUTIONAL),,Total,1037
Douglas,Precinct 341,Amendment A (CONSTITUTIONAL),,Yes/For,623
Douglas,Precinct 341,Amendment A (CONSTITUTIONAL),,No/Against,419
Douglas,Precinct 341,Amendment A (CONSTITUTIONAL),,Total,1042
Douglas,Precinct 341,Amendment 73 (CONSTITUTIONAL),,Yes/For,330
Douglas,Precinct 341,Amendment 73 (CONSTITUTIONAL),,No/Against,731
Douglas,Precinct 341,Amendment 73 (CONSTITUTIONAL),,Total,1061
Douglas,Precinct 341,Amendment 74 (CONSTITUTIONAL),,Yes/For,534
Douglas,Precinct 341,Amendment 74 (CONSTITUTIONAL),,No/Against,528
Douglas,Precinct 341,Amendment 74 (CONSTITUTIONAL),,Total,1062
